local_time,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 06:00:00,0.0,0.012,23.489
2019-01-01 07:00:00,0.0,0.091,24.256
2019-01-01 08:00:00,0.094,0.155,25.19
2019-01-01 09:00:00,0.235,0.195,26.237
2019-01-01 10:00:00,0.304,0.255,27.13
2019-01-01 11:00:00,0.4,0.282,27.918000000000006
2019-01-01 12:00:00,0.53,0.27,28.621
2019-01-01 13:00:00,0.584,0.257,29.092
2019-01-01 14:00:00,0.585,0.236,29.291
2019-01-01 15:00:00,0.536,0.208,29.242
2019-01-01 16:00:00,0.383,0.199,28.948
2019-01-01 17:00:00,0.166,0.203,28.403
2019-01-01 18:00:00,0.03,0.155,27.642
2019-01-02 06:00:00,0.0,0.013,23.32
2019-01-02 07:00:00,0.0,0.08199999999999999,24.113000000000003
2019-01-02 08:00:00,0.127,0.124,25.299
2019-01-02 09:00:00,0.319,0.142,26.71
2019-01-02 10:00:00,0.517,0.14800000000000002,28.178
2019-01-02 11:00:00,0.7040000000000001,0.14300000000000002,29.626
2019-01-02 12:00:00,0.8009999999999999,0.147,30.81
2019-01-02 13:00:00,0.805,0.157,31.597
2019-01-02 14:00:00,0.7120000000000001,0.174,31.956
2019-01-02 15:00:00,0.5579999999999999,0.189,31.842
2019-01-02 16:00:00,0.361,0.2,31.348000000000006
2019-01-02 17:00:00,0.175,0.192,30.586
2019-01-02 18:00:00,0.045,0.147,29.69
2019-01-03 06:00:00,0.0,0.006999999999999999,26.33
2019-01-03 07:00:00,0.0,0.067,26.77
2019-01-03 08:00:00,0.006,0.14800000000000002,27.246
2019-01-03 09:00:00,0.008,0.19,27.417
2019-01-03 10:00:00,0.004,0.16899999999999998,27.136
2019-01-03 11:00:00,0.006,0.21,27.04
2019-01-03 12:00:00,0.017,0.313,27.273000000000003
2019-01-03 13:00:00,0.043,0.404,26.608
2019-01-03 14:00:00,0.04,0.385,25.219
2019-01-03 15:00:00,0.021,0.309,24.538
2019-01-03 16:00:00,0.01,0.227,24.039
2019-01-03 17:00:00,0.006,0.16399999999999998,23.426
2019-01-03 18:00:00,0.003,0.115,22.756
2019-01-04 06:00:00,0.0,0.009000000000000001,19.83
2019-01-04 07:00:00,0.0,0.08900000000000001,20.375
2019-01-04 08:00:00,0.12,0.132,21.055
2019-01-04 09:00:00,0.297,0.154,21.914
2019-01-04 10:00:00,0.472,0.17,23.064
2019-01-04 11:00:00,0.644,0.168,24.088
2019-01-04 12:00:00,0.77,0.161,24.879
2019-01-04 13:00:00,0.7809999999999999,0.168,25.245
2019-01-04 14:00:00,0.7190000000000001,0.17600000000000002,25.228
2019-01-04 15:00:00,0.4970000000000001,0.21600000000000005,24.865
2019-01-04 16:00:00,0.336,0.214,24.34
2019-01-04 17:00:00,0.183,0.19,23.655
2019-01-04 18:00:00,0.048,0.145,22.832
2019-01-05 06:00:00,0.0,0.011,19.338
2019-01-05 07:00:00,0.0,0.085,20.341
2019-01-05 08:00:00,0.128,0.125,21.312
2019-01-05 09:00:00,0.279,0.165,22.236
2019-01-05 10:00:00,0.407,0.201,23.096
2019-01-05 11:00:00,0.524,0.222,23.812
2019-01-05 12:00:00,0.564,0.246,24.274
2019-01-05 13:00:00,0.596,0.246,24.534
2019-01-05 14:00:00,0.574,0.236,24.64
2019-01-05 15:00:00,0.483,0.225,24.594
2019-01-05 16:00:00,0.369,0.2,24.41
2019-01-05 17:00:00,0.213,0.174,24.016
2019-01-05 18:00:00,0.068,0.13699999999999998,23.43
2019-01-06 06:00:00,0.0,0.008,21.697
2019-01-06 07:00:00,0.0,0.07400000000000001,22.12
2019-01-06 08:00:00,0.029,0.179,22.946
2019-01-06 09:00:00,0.15,0.246,24.092
2019-01-06 10:00:00,0.321,0.264,25.328000000000007
2019-01-06 11:00:00,0.391,0.304,26.386
2019-01-06 12:00:00,0.378,0.35100000000000003,27.099
2019-01-06 13:00:00,0.35200000000000004,0.371,27.562
2019-01-06 14:00:00,0.378,0.349,27.88
2019-01-06 15:00:00,0.245,0.349,27.825
2019-01-06 16:00:00,0.124,0.316,27.354
2019-01-06 17:00:00,0.041,0.236,26.734
2019-01-06 18:00:00,0.008,0.134,26.023000000000003
2019-01-07 06:00:00,0.0,0.006999999999999999,23.613000000000003
2019-01-07 07:00:00,0.0,0.084,24.044
2019-01-07 08:00:00,0.043,0.18600000000000005,24.861
2019-01-07 09:00:00,0.168,0.241,26.175
2019-01-07 10:00:00,0.384,0.239,27.572
2019-01-07 11:00:00,0.513,0.254,28.725
2019-01-07 12:00:00,0.529,0.294,29.737
2019-01-07 13:00:00,0.412,0.363,30.271
2019-01-07 14:00:00,0.141,0.416,30.023000000000003
2019-01-07 15:00:00,0.036000000000000004,0.322,29.286
2019-01-07 16:00:00,0.012,0.214,28.489
2019-01-07 17:00:00,0.005,0.147,27.894
2019-01-07 18:00:00,0.002,0.087,27.418000000000006
2019-01-08 06:00:00,0.0,0.011,23.914
2019-01-08 07:00:00,0.0,0.096,24.438
2019-01-08 08:00:00,0.069,0.181,25.196
2019-01-08 09:00:00,0.157,0.252,25.968000000000004
2019-01-08 10:00:00,0.198,0.327,26.609
2019-01-08 11:00:00,0.17600000000000002,0.396,26.963
2019-01-08 12:00:00,0.101,0.421,26.928
2019-01-08 13:00:00,0.058,0.398,26.689
2019-01-08 14:00:00,0.034,0.349,26.322
2019-01-08 15:00:00,0.016,0.267,25.759
2019-01-08 16:00:00,0.009000000000000001,0.202,25.147
2019-01-08 17:00:00,0.006,0.159,24.643
2019-01-08 18:00:00,0.003,0.1,24.189
2019-01-09 06:00:00,0.0,0.006,23.657
2019-01-09 07:00:00,0.0,0.067,24.026
2019-01-09 08:00:00,0.012,0.165,24.629
2019-01-09 09:00:00,0.033,0.251,25.449
2019-01-09 10:00:00,0.078,0.339,26.552
2019-01-09 11:00:00,0.133,0.4,27.64
2019-01-09 12:00:00,0.14,0.433,28.468000000000004
2019-01-09 13:00:00,0.098,0.4270000000000001,28.999
2019-01-09 14:00:00,0.084,0.41,29.514
2019-01-09 15:00:00,0.073,0.377,29.817
2019-01-09 16:00:00,0.033,0.287,29.815
2019-01-09 17:00:00,0.017,0.209,29.798
2019-01-09 18:00:00,0.011,0.146,29.191
2019-01-10 06:00:00,0.0,0.006,23.544
2019-01-10 07:00:00,0.0,0.062,23.835
2019-01-10 08:00:00,0.011,0.157,24.293000000000006
2019-01-10 09:00:00,0.1,0.265,25.555
2019-01-10 10:00:00,0.354,0.255,27.498
2019-01-10 11:00:00,0.562,0.234,29.208
2019-01-10 12:00:00,0.581,0.269,30.334
2019-01-10 13:00:00,0.522,0.311,30.911
2019-01-10 14:00:00,0.355,0.369,31.122
2019-01-10 15:00:00,0.09,0.3720000000000001,30.892
2019-01-10 16:00:00,0.017,0.239,30.242
2019-01-10 17:00:00,0.005,0.138,29.552
2019-01-10 18:00:00,0.001,0.075,28.74
2019-01-11 06:00:00,0.0,0.009000000000000001,22.7
2019-01-11 07:00:00,0.0,0.093,23.068
2019-01-11 08:00:00,0.067,0.17600000000000002,23.506
2019-01-11 09:00:00,0.108,0.26,23.954
2019-01-11 10:00:00,0.092,0.328,24.478
2019-01-11 11:00:00,0.108,0.376,24.985
2019-01-11 12:00:00,0.263,0.397,25.618
2019-01-11 13:00:00,0.49,0.324,26.272
2019-01-11 14:00:00,0.49,0.301,26.53
2019-01-11 15:00:00,0.325,0.324,26.214
2019-01-11 16:00:00,0.109,0.317,25.413
2019-01-11 17:00:00,0.023,0.213,24.48
2019-01-11 18:00:00,0.003,0.097,23.673
2019-01-12 06:00:00,0.0,0.006,21.91
2019-01-12 07:00:00,0.0,0.064,22.318
2019-01-12 08:00:00,0.008,0.15,22.828000000000007
2019-01-12 09:00:00,0.029,0.253,23.473000000000006
2019-01-12 10:00:00,0.054000000000000006,0.333,24.218000000000004
2019-01-12 11:00:00,0.066,0.386,24.818
2019-01-12 12:00:00,0.065,0.411,25.179
2019-01-12 13:00:00,0.053,0.402,25.304
2019-01-12 14:00:00,0.036000000000000004,0.362,25.215
2019-01-12 15:00:00,0.029,0.322,25.026
2019-01-12 16:00:00,0.022,0.271,24.719
2019-01-12 17:00:00,0.011,0.192,24.301
2019-01-12 18:00:00,0.003,0.106,23.838
2019-01-13 06:00:00,0.0,0.008,22.649
2019-01-13 07:00:00,0.0,0.086,23.282
2019-01-13 08:00:00,0.094,0.152,23.959
2019-01-13 09:00:00,0.307,0.158,24.993
2019-01-13 10:00:00,0.502,0.168,26.294
2019-01-13 11:00:00,0.635,0.18600000000000005,27.366
2019-01-13 12:00:00,0.6709999999999999,0.22,28.167
2019-01-13 13:00:00,0.434,0.326,28.428
2019-01-13 14:00:00,0.366,0.339,28.364
2019-01-13 15:00:00,0.354,0.306,28.15
2019-01-13 16:00:00,0.12,0.305,27.636
2019-01-13 17:00:00,0.033,0.221,26.945
2019-01-13 18:00:00,0.005,0.111,26.245
2019-01-14 06:00:00,0.0,0.006,23.543000000000006
2019-01-14 07:00:00,0.0,0.091,24.243
2019-01-14 08:00:00,0.073,0.16899999999999998,25.107
2019-01-14 09:00:00,0.247,0.197,26.382
2019-01-14 10:00:00,0.446,0.204,27.689
2019-01-14 11:00:00,0.514,0.251,28.629
2019-01-14 12:00:00,0.421,0.334,29.156
2019-01-14 13:00:00,0.3670000000000001,0.377,29.457
2019-01-14 14:00:00,0.146,0.41,29.322
2019-01-14 15:00:00,0.047,0.332,28.969
2019-01-14 16:00:00,0.02,0.245,28.701
2019-01-14 17:00:00,0.015,0.196,28.533
2019-01-14 18:00:00,0.004,0.109,28.036
2019-01-15 06:00:00,0.0,0.004,24.309
2019-01-15 07:00:00,0.0,0.061,24.669
2019-01-15 08:00:00,0.036000000000000004,0.182,25.264
2019-01-15 09:00:00,0.187,0.234,26.429
2019-01-15 10:00:00,0.27,0.28800000000000003,27.873
2019-01-15 11:00:00,0.34700000000000003,0.327,28.692
2019-01-15 12:00:00,0.403,0.348,29.139
2019-01-15 13:00:00,0.401,0.362,29.412
2019-01-15 14:00:00,0.319,0.378,29.398000000000003
2019-01-15 15:00:00,0.146,0.378,29.057
2019-01-15 16:00:00,0.041,0.289,28.628
2019-01-15 17:00:00,0.012,0.182,27.919
2019-01-15 18:00:00,0.003,0.1,27.074
2019-01-16 06:00:00,0.0,0.005,25.027
2019-01-16 07:00:00,0.0,0.067,25.206
2019-01-16 08:00:00,0.013,0.17,25.63
2019-01-16 09:00:00,0.049,0.27,26.461
2019-01-16 10:00:00,0.092,0.35200000000000004,27.762
2019-01-16 11:00:00,0.086,0.398,28.528
2019-01-16 12:00:00,0.061,0.404,28.678
2019-01-16 13:00:00,0.046,0.39,28.52
2019-01-16 14:00:00,0.037000000000000005,0.3670000000000001,28.368
2019-01-16 15:00:00,0.015,0.27,27.996
2019-01-16 16:00:00,0.006,0.177,27.589
2019-01-16 17:00:00,0.003,0.13,27.413
2019-01-16 18:00:00,0.002,0.095,27.299
2019-01-17 06:00:00,0.0,0.006999999999999999,23.61
2019-01-17 07:00:00,0.0,0.079,24.121
2019-01-17 08:00:00,0.025,0.187,24.617
2019-01-17 09:00:00,0.052000000000000005,0.273,25.087
2019-01-17 10:00:00,0.042,0.309,25.605
2019-01-17 11:00:00,0.111,0.413,26.275
2019-01-17 12:00:00,0.069,0.415,26.568
2019-01-17 13:00:00,0.02,0.312,26.421
2019-01-17 14:00:00,0.017,0.297,26.083
2019-01-17 15:00:00,0.016,0.275,25.789
2019-01-17 16:00:00,0.015,0.247,25.497
2019-01-17 17:00:00,0.006999999999999999,0.16899999999999998,25.043000000000006
2019-01-17 18:00:00,0.002,0.092,24.603
2019-01-18 06:00:00,0.0,0.006,22.403
2019-01-18 07:00:00,0.0,0.071,22.644
2019-01-18 08:00:00,0.015,0.16899999999999998,23.092
2019-01-18 09:00:00,0.045,0.261,23.628
2019-01-18 10:00:00,0.08900000000000001,0.341,24.458
2019-01-18 11:00:00,0.146,0.397,25.403
2019-01-18 12:00:00,0.24,0.426,26.193
2019-01-18 13:00:00,0.157,0.446,26.489
2019-01-18 14:00:00,0.05,0.369,26.36
2019-01-18 15:00:00,0.059,0.363,26.339
2019-01-18 16:00:00,0.054000000000000006,0.319,26.189
2019-01-18 17:00:00,0.01,0.181,25.71
2019-01-18 18:00:00,0.001,0.07200000000000001,25.208
2019-01-19 06:00:00,0.0,0.006999999999999999,21.68
2019-01-19 07:00:00,0.0,0.08199999999999999,21.523000000000003
2019-01-19 08:00:00,0.023,0.175,21.394
2019-01-19 09:00:00,0.056,0.26,21.349
2019-01-19 10:00:00,0.106,0.338,21.565
2019-01-19 11:00:00,0.13,0.39,21.819000000000006
2019-01-19 12:00:00,0.14,0.424,21.99
2019-01-19 13:00:00,0.119,0.429,21.925
2019-01-19 14:00:00,0.091,0.403,21.715
2019-01-19 15:00:00,0.09,0.374,21.496
2019-01-19 16:00:00,0.059,0.308,21.263
2019-01-19 17:00:00,0.032,0.228,20.995
2019-01-19 18:00:00,0.011,0.139,20.651
2019-01-20 06:00:00,0.0,0.006999999999999999,19.798
2019-01-20 07:00:00,0.0,0.083,20.517
2019-01-20 08:00:00,0.078,0.163,21.302
2019-01-20 09:00:00,0.22,0.209,22.026
2019-01-20 10:00:00,0.309,0.264,22.823
2019-01-20 11:00:00,0.363,0.318,23.405
2019-01-20 12:00:00,0.24,0.394,23.655
2019-01-20 13:00:00,0.207,0.418,23.675
2019-01-20 14:00:00,0.126,0.402,23.49
2019-01-20 15:00:00,0.08800000000000001,0.36,23.262
2019-01-20 16:00:00,0.063,0.299,23.018
2019-01-20 17:00:00,0.056,0.237,22.82
2019-01-20 18:00:00,0.023,0.15,22.437
2019-01-21 06:00:00,0.0,0.005,21.255
2019-01-21 07:00:00,0.0,0.069,21.868
2019-01-21 08:00:00,0.027000000000000003,0.17,22.533
2019-01-21 09:00:00,0.096,0.25,23.301
2019-01-21 10:00:00,0.251,0.28800000000000003,24.319000000000006
2019-01-21 11:00:00,0.382,0.303,25.196
2019-01-21 12:00:00,0.442,0.317,25.712
2019-01-21 13:00:00,0.517,0.304,26.101
2019-01-21 14:00:00,0.373,0.34,26.033
2019-01-21 15:00:00,0.258,0.336,25.626
2019-01-21 16:00:00,0.18600000000000005,0.292,25.231
2019-01-21 17:00:00,0.111,0.228,24.754
2019-01-21 18:00:00,0.039,0.15,24.196
2019-01-22 06:00:00,0.0,0.006999999999999999,20.629
2019-01-22 07:00:00,0.0,0.059,21.768
2019-01-22 08:00:00,0.175,0.078,23.207
2019-01-22 09:00:00,0.409,0.091,24.854
2019-01-22 10:00:00,0.619,0.103,26.036
2019-01-22 11:00:00,0.7809999999999999,0.112,26.79
2019-01-22 12:00:00,0.88,0.118,27.239
2019-01-22 13:00:00,0.906,0.12,27.487
2019-01-22 14:00:00,0.8590000000000001,0.119,27.55
2019-01-22 15:00:00,0.7390000000000001,0.115,27.438
2019-01-22 16:00:00,0.56,0.108,27.14
2019-01-22 17:00:00,0.35100000000000003,0.097,26.641
2019-01-22 18:00:00,0.139,0.08,25.964
2019-01-23 06:00:00,0.0,0.006,22.204
2019-01-23 07:00:00,0.0,0.084,23.039
2019-01-23 08:00:00,0.076,0.17600000000000002,24.216
2019-01-23 09:00:00,0.069,0.262,25.617
2019-01-23 10:00:00,0.107,0.345,26.735
2019-01-23 11:00:00,0.086,0.386,27.659
2019-01-23 12:00:00,0.069,0.4,28.241
2019-01-23 13:00:00,0.08,0.426,28.466
2019-01-23 14:00:00,0.031,0.341,28.198
2019-01-23 15:00:00,0.01,0.228,27.763
2019-01-23 16:00:00,0.008,0.191,27.281
2019-01-23 17:00:00,0.005,0.139,26.764
2019-01-23 18:00:00,0.002,0.091,26.2
2019-01-24 06:00:00,0.0,0.006,24.024
2019-01-24 07:00:00,0.0,0.076,24.586
2019-01-24 08:00:00,0.032,0.166,25.103
2019-01-24 09:00:00,0.09,0.245,25.597
2019-01-24 10:00:00,0.213,0.295,26.247
2019-01-24 11:00:00,0.335,0.317,26.787
2019-01-24 12:00:00,0.353,0.34700000000000003,26.981
2019-01-24 13:00:00,0.404,0.339,26.948
2019-01-24 14:00:00,0.475,0.293,26.789
2019-01-24 15:00:00,0.472,0.244,26.589
2019-01-24 16:00:00,0.384,0.201,26.294
2019-01-24 17:00:00,0.272,0.151,25.839
2019-01-24 18:00:00,0.09,0.123,25.149
2019-01-25 06:00:00,0.0,0.006,21.894
2019-01-25 07:00:00,0.0,0.073,22.552
2019-01-25 08:00:00,0.114,0.122,23.464
2019-01-25 09:00:00,0.325,0.134,24.461
2019-01-25 10:00:00,0.5660000000000001,0.129,25.384
2019-01-25 11:00:00,0.733,0.134,26.12
2019-01-25 12:00:00,0.8340000000000001,0.139,26.675
2019-01-25 13:00:00,0.863,0.141,26.967
2019-01-25 14:00:00,0.818,0.138,27.006
2019-01-25 15:00:00,0.716,0.129,26.864
2019-01-25 16:00:00,0.539,0.122,26.567
2019-01-25 17:00:00,0.326,0.115,26.167
2019-01-25 18:00:00,0.091,0.116,25.603
2019-01-26 06:00:00,0.0,0.006,22.7
2019-01-26 07:00:00,0.0,0.065,23.618
2019-01-26 08:00:00,0.151,0.095,24.634
2019-01-26 09:00:00,0.39,0.102,25.723000000000006
2019-01-26 10:00:00,0.5870000000000001,0.117,26.698
2019-01-26 11:00:00,0.755,0.124,27.522
2019-01-26 12:00:00,0.858,0.128,28.13
2019-01-26 13:00:00,0.888,0.13,28.517
2019-01-26 14:00:00,0.845,0.127,28.688
2019-01-26 15:00:00,0.727,0.122,28.649
2019-01-26 16:00:00,0.5489999999999999,0.116,28.405
2019-01-26 17:00:00,0.314,0.115,27.922
2019-01-26 18:00:00,0.118,0.095,27.248
2019-01-27 06:00:00,0.0,0.006,22.999
2019-01-27 07:00:00,0.0,0.06,23.949
2019-01-27 08:00:00,0.16899999999999998,0.084,25.188
2019-01-27 09:00:00,0.398,0.099,26.552
2019-01-27 10:00:00,0.604,0.113,27.751
2019-01-27 11:00:00,0.752,0.127,28.658
2019-01-27 12:00:00,0.828,0.14,29.217
2019-01-27 13:00:00,0.845,0.146,29.492
2019-01-27 14:00:00,0.7909999999999999,0.14800000000000002,29.573
2019-01-27 15:00:00,0.615,0.165,29.409
2019-01-27 16:00:00,0.436,0.16399999999999998,29.076
2019-01-27 17:00:00,0.234,0.155,28.608
2019-01-27 18:00:00,0.093,0.112,28.057
2019-01-28 06:00:00,0.0,0.005,23.878
2019-01-28 07:00:00,0.0,0.066,24.696
2019-01-28 08:00:00,0.155,0.095,25.864
2019-01-28 09:00:00,0.384,0.108,27.528
2019-01-28 10:00:00,0.5920000000000001,0.12,29.039
2019-01-28 11:00:00,0.75,0.131,30.195
2019-01-28 12:00:00,0.8270000000000001,0.14400000000000002,30.969
2019-01-28 13:00:00,0.8140000000000001,0.159,31.543000000000006
2019-01-28 14:00:00,0.753,0.16399999999999998,32.037
2019-01-28 15:00:00,0.622,0.16699999999999998,32.217
2019-01-28 16:00:00,0.408,0.18,32.099000000000004
2019-01-28 17:00:00,0.18600000000000005,0.181,31.904
2019-01-28 18:00:00,0.051,0.133,31.485
2019-01-29 06:00:00,0.0,0.005,25.169
2019-01-29 07:00:00,0.0,0.076,25.797
2019-01-29 08:00:00,0.051,0.159,26.785
2019-01-29 09:00:00,0.162,0.218,28.113000000000003
2019-01-29 10:00:00,0.373,0.222,29.735
2019-01-29 11:00:00,0.617,0.191,31.131
2019-01-29 12:00:00,0.753,0.181,31.997
2019-01-29 13:00:00,0.735,0.198,32.454
2019-01-29 14:00:00,0.6559999999999999,0.213,32.647
2019-01-29 15:00:00,0.434,0.252,32.561
2019-01-29 16:00:00,0.289,0.24,32.284
2019-01-29 17:00:00,0.151,0.202,32.111999999999995
2019-01-29 18:00:00,0.048,0.138,31.679
2019-01-30 06:00:00,0.0,0.004,25.18
2019-01-30 07:00:00,0.0,0.071,25.646
2019-01-30 08:00:00,0.017,0.152,26.299
2019-01-30 09:00:00,0.046,0.239,27.213
2019-01-30 10:00:00,0.087,0.313,28.519
2019-01-30 11:00:00,0.161,0.366,29.913
2019-01-30 12:00:00,0.36,0.354,31.104
2019-01-30 13:00:00,0.526,0.297,31.999
2019-01-30 14:00:00,0.647,0.228,32.678000000000004
2019-01-30 15:00:00,0.579,0.203,33.101
2019-01-30 16:00:00,0.4270000000000001,0.189,33.524
2019-01-30 17:00:00,0.195,0.192,32.968
2019-01-30 18:00:00,0.027000000000000003,0.14,32.139
2019-01-31 06:00:00,0.0,0.004,25.923
2019-01-31 07:00:00,0.0,0.07200000000000001,26.502
2019-01-31 08:00:00,0.033,0.168,27.511
2019-01-31 09:00:00,0.109,0.249,28.792
2019-01-31 10:00:00,0.219,0.304,29.555
2019-01-31 11:00:00,0.28,0.34700000000000003,30.087
2019-01-31 12:00:00,0.325,0.373,30.561
2019-01-31 13:00:00,0.358,0.375,30.928
2019-01-31 14:00:00,0.317,0.371,31.059
2019-01-31 15:00:00,0.213,0.35700000000000004,30.921
2019-01-31 16:00:00,0.095,0.308,30.535
2019-01-31 17:00:00,0.028,0.21,29.834
2019-01-31 18:00:00,0.005,0.104,28.971
2019-02-01 06:00:00,0.0,0.004,24.398000000000003
2019-02-01 07:00:00,0.0,0.07200000000000001,25.082
2019-02-01 08:00:00,0.107,0.129,25.885
2019-02-01 09:00:00,0.274,0.166,27.085
2019-02-01 10:00:00,0.436,0.191,28.421
2019-02-01 11:00:00,0.598,0.197,29.504
2019-02-01 12:00:00,0.6970000000000001,0.2,30.461
2019-02-01 13:00:00,0.743,0.195,31.193
2019-02-01 14:00:00,0.71,0.189,31.444000000000006
2019-02-01 15:00:00,0.597,0.185,31.296
2019-02-01 16:00:00,0.413,0.185,30.903
2019-02-01 17:00:00,0.194,0.184,30.232
2019-02-01 18:00:00,0.031,0.135,29.036
2019-02-02 06:00:00,0.0,0.003,24.25
2019-02-02 07:00:00,0.0,0.07200000000000001,24.811
2019-02-02 08:00:00,0.07,0.16,25.55
2019-02-02 09:00:00,0.187,0.221,26.591
2019-02-02 10:00:00,0.264,0.28300000000000003,27.433000000000003
2019-02-02 11:00:00,0.289,0.341,27.951
2019-02-02 12:00:00,0.326,0.371,28.317
2019-02-02 13:00:00,0.324,0.382,28.622
2019-02-02 14:00:00,0.311,0.371,28.844
2019-02-02 15:00:00,0.226,0.35,28.858
2019-02-02 16:00:00,0.125,0.306,28.534
2019-02-02 17:00:00,0.037000000000000005,0.218,27.695
2019-02-02 18:00:00,0.004,0.093,26.55
2019-02-03 06:00:00,0.0,0.003,21.093000000000004
2019-02-03 07:00:00,0.0,0.07,21.272
2019-02-03 08:00:00,0.053,0.165,21.696
2019-02-03 09:00:00,0.08900000000000001,0.246,22.049
2019-02-03 10:00:00,0.109,0.317,22.445
2019-02-03 11:00:00,0.11,0.369,22.692
2019-02-03 12:00:00,0.084,0.378,22.698
2019-02-03 13:00:00,0.159,0.412,22.82
2019-02-03 14:00:00,0.287,0.373,22.978
2019-02-03 15:00:00,0.387,0.29,23.024
2019-02-03 16:00:00,0.341,0.229,22.942
2019-02-03 17:00:00,0.202,0.188,22.668000000000006
2019-02-03 18:00:00,0.054000000000000006,0.138,22.206
2019-02-04 06:00:00,0.0,0.002,19.967
2019-02-04 07:00:00,0.0,0.068,20.7
2019-02-04 08:00:00,0.048,0.156,22.029
2019-02-04 09:00:00,0.227,0.197,22.844
2019-02-04 10:00:00,0.328,0.242,23.333
2019-02-04 11:00:00,0.52,0.24,23.778
2019-02-04 12:00:00,0.503,0.287,24.005
2019-02-04 13:00:00,0.464,0.316,24.077
2019-02-04 14:00:00,0.397,0.32,24.059
2019-02-04 15:00:00,0.4270000000000001,0.267,24.036
2019-02-04 16:00:00,0.255,0.257,23.807
2019-02-04 17:00:00,0.113,0.212,23.366
2019-02-04 18:00:00,0.058,0.133,22.886
2019-02-05 06:00:00,0.0,0.002,19.617
2019-02-05 07:00:00,0.0,0.067,20.457
2019-02-05 08:00:00,0.096,0.13,21.652
2019-02-05 09:00:00,0.318,0.14,22.395
2019-02-05 10:00:00,0.522,0.15,23.07
2019-02-05 11:00:00,0.6509999999999999,0.168,23.553
2019-02-05 12:00:00,0.7829999999999999,0.162,23.958
2019-02-05 13:00:00,0.816,0.162,24.23
2019-02-05 14:00:00,0.7929999999999999,0.153,24.343000000000004
2019-02-05 15:00:00,0.6759999999999999,0.147,24.244
2019-02-05 16:00:00,0.532,0.129,24.022
2019-02-05 17:00:00,0.303,0.124,23.596
2019-02-05 18:00:00,0.112,0.097,23.026
2019-02-06 06:00:00,0.0,0.002,19.223
2019-02-06 07:00:00,0.0,0.066,19.904
2019-02-06 08:00:00,0.105,0.124,21.193
2019-02-06 09:00:00,0.32,0.138,22.512
2019-02-06 10:00:00,0.516,0.151,23.547
2019-02-06 11:00:00,0.684,0.157,24.384
2019-02-06 12:00:00,0.787,0.16,25.015
2019-02-06 13:00:00,0.8170000000000001,0.161,25.405
2019-02-06 14:00:00,0.784,0.155,25.536
2019-02-06 15:00:00,0.672,0.149,25.423
2019-02-06 16:00:00,0.514,0.135,25.134
2019-02-06 17:00:00,0.318,0.117,24.711
2019-02-06 18:00:00,0.123,0.091,24.111
2019-02-07 06:00:00,0.0,0.002,19.452
2019-02-07 07:00:00,0.0,0.057,20.337
2019-02-07 08:00:00,0.162,0.087,21.812
2019-02-07 09:00:00,0.395,0.101,23.35
2019-02-07 10:00:00,0.617,0.109,24.672
2019-02-07 11:00:00,0.785,0.118,25.756
2019-02-07 12:00:00,0.887,0.124,26.567
2019-02-07 13:00:00,0.904,0.129,26.989
2019-02-07 14:00:00,0.852,0.129,27.095
2019-02-07 15:00:00,0.7290000000000001,0.125,26.947
2019-02-07 16:00:00,0.542,0.121,26.582
2019-02-07 17:00:00,0.324,0.111,26.028
2019-02-07 18:00:00,0.127,0.086,25.314
2019-02-08 06:00:00,0.0,0.002,20.893
2019-02-08 07:00:00,0.0,0.053,21.794
2019-02-08 08:00:00,0.172,0.079,23.259
2019-02-08 09:00:00,0.407,0.093,25.036
2019-02-08 10:00:00,0.618,0.106,26.419
2019-02-08 11:00:00,0.78,0.117,27.439
2019-02-08 12:00:00,0.879,0.123,28.17
2019-02-08 13:00:00,0.8959999999999999,0.128,28.517
2019-02-08 14:00:00,0.848,0.127,28.632
2019-02-08 15:00:00,0.7240000000000001,0.124,28.578000000000007
2019-02-08 16:00:00,0.519,0.125,28.318
2019-02-08 17:00:00,0.318,0.111,27.864
2019-02-08 18:00:00,0.122,0.087,27.164
2019-02-09 06:00:00,0.0,0.002,22.574
2019-02-09 07:00:00,0.0,0.06,23.319000000000006
2019-02-09 08:00:00,0.139,0.103,24.597
2019-02-09 09:00:00,0.337,0.13,26.387
2019-02-09 10:00:00,0.513,0.153,28.012
2019-02-09 11:00:00,0.6629999999999999,0.165,29.232
2019-02-09 12:00:00,0.769,0.168,30.241
2019-02-09 13:00:00,0.7909999999999999,0.172,30.844
2019-02-09 14:00:00,0.7440000000000001,0.172,30.995
2019-02-09 15:00:00,0.589,0.182,30.76
2019-02-09 16:00:00,0.378,0.191,30.291
2019-02-09 17:00:00,0.202,0.17,29.612
2019-02-09 18:00:00,0.049,0.125,28.599
2019-02-10 06:00:00,0.0,0.001,24.841
2019-02-10 07:00:00,0.0,0.042,25.154
2019-02-10 08:00:00,0.013,0.14800000000000002,26.066
2019-02-10 09:00:00,0.052000000000000005,0.253,27.206
2019-02-10 10:00:00,0.066,0.322,28.276
2019-02-10 11:00:00,0.051,0.35200000000000004,28.978
2019-02-10 12:00:00,0.031,0.334,29.314
2019-02-10 13:00:00,0.034,0.348,29.572
2019-02-10 14:00:00,0.058,0.383,29.885
2019-02-10 15:00:00,0.058,0.354,29.7
2019-02-10 16:00:00,0.027000000000000003,0.264,29.106
